"Symbol","Name","EntrezGene.ID","Ensembl.Gene.ID","MGI.ID","Gene.group.name"
"NOL12","nucleolar protein 12",79159,"ENSG00000273899","MGI:2146285",""
"NOLC1","nucleolar and coiled-body phosphoprotein 1",9221,"ENSG00000166197","MGI:1918019",""
"NOM1","nucleolar protein with MIF4G domain 1",64434,"ENSG00000146909","MGI:1861749","Protein phosphatase 1 regulatory subunits"
"NOMO1","NODAL modulator 1",23420,"ENSG00000103512","MGI:2385850",""
"NOMO2","NODAL modulator 2",283820,"ENSG00000185164","",""
"NOMO3","NODAL modulator 3",408050,"ENSG00000103226","",""
"NONO","non-POU domain containing octamer binding",4841,"ENSG00000147140","MGI:1855692","Protein phosphatase 1 regulatory subunits|RNA binding motif containing"
"NONOP1","non-POU domain containing, octamer-binding pseudogene 1",644035,"","",""
"NONOP2","non-POU domain containing, octamer-binding pseudogene 2",100271700,"ENSG00000237522","",""
"NOP2","NOP2 nucleolar protein",4839,"ENSG00000111641","MGI:107891","NOP2/Sun RNA methyltransferase family"
"NOP9","NOP9 nucleolar protein",161424,"ENSG00000196943","MGI:1915092","Armadillo-like helical domain containing"
"NOP10","NOP10 ribonucleoprotein",55505,"ENSG00000182117","MGI:1913431","H/ACA ribonucleoprotein complex"
"NOP14","NOP14 nucleolar protein",8602,"ENSG00000087269","MGI:1922666",""
"NOP14-AS1","NOP14 antisense RNA 1",317648,"ENSG00000249673","","Antisense RNAs"
"NOP16","NOP16 nucleolar protein",51491,"ENSG00000048162","MGI:107862",""
"NOP53","NOP53 ribosome biogenesis factor",29997,"ENSG00000105373","MGI:2154441",""
"NOP53-AS1","NOP53 antisense RNA 1",NA,"ENSG00000269656","","Antisense RNAs"
"NOP56","NOP56 ribonucleoprotein",10528,"ENSG00000101361","MGI:1914384","Small nucleolar RNA protein coding host genes|MicroRNA protein coding host genes"
"NOP56P1","NOP56 ribonucleoprotein pseudogene 1",646192,"ENSG00000235559","",""
"NOP56P2","NOP56 ribonucleoprotein pseudogene 2",402360,"ENSG00000226626","",""
"NOP56P3","NOP56 ribonucleoprotein pseudogene 3",NA,"ENSG00000257956","",""
"NOP58","NOP58 ribonucleoprotein",51602,"ENSG00000055044","MGI:1933184","Small nucleolar RNA protein coding host genes"
"NORAD","non-coding RNA activated by DNA damage",647979,"ENSG00000260032","MGI:1914767","Long non-coding RNAs with non-systematic symbols"
"NOS1","nitric oxide synthase 1",4842,"ENSG00000089250","MGI:97360","PDZ domain containing"
"NOS1AP","nitric oxide synthase 1 adaptor protein",9722,"ENSG00000198929","MGI:1917979","MicroRNA protein coding host genes"
"NOS2","nitric oxide synthase 2",4843,"ENSG00000007171","MGI:97361",""
"NOS2P1","nitric oxide synthase 2 pseudogene 1",645740,"ENSG00000265788","",""
"NOS2P2","nitric oxide synthase 2 pseudogene 2",201288,"ENSG00000167494","",""
"NOS2P3","nitric oxide synthase 2 pseudogene 3",339256,"ENSG00000230528","",""
"NOS2P4","nitric oxide synthase 2 pseudogene 4",266619,"ENSG00000264892","",""
"NOS3","nitric oxide synthase 3",4846,"ENSG00000164867","MGI:97362",""
"NOSIP","nitric oxide synthase interacting protein",51070,"ENSG00000142546","MGI:1913644","Spliceosomal C complex|Spliceosomal P complex"
"NOSTRIN","nitric oxide synthase trafficking",115677,"ENSG00000163072","MGI:3606242","F-BAR domain containing "
"NOTCH1","notch receptor 1",4851,"ENSG00000148400","MGI:97363","MicroRNA protein coding host genes|Notch receptors"
"NOTCH2","notch receptor 2",4853,"ENSG00000134250","MGI:97364","Notch receptors"
"NOTCH2NLA","notch 2 N-terminal like A",388677,"ENSG00000264343","",""
"NOTCH2NLB","notch 2 N-terminal like B",100996763,"ENSG00000286019","",""
"NOTCH2NLC","notch 2 N-terminal like C",100996717,"ENSG00000286219","",""
"NOTCH2NLR","notch 2 N-terminal like R",101929796,"","",""
"NOTCH2P1","notch 2 pseudogene 1",100420260,"ENSG00000226446","",""
"NOTCH3","notch receptor 3",4854,"ENSG00000074181","MGI:99460","Notch receptors|MicroRNA protein coding host genes"
"NOTCH4","notch receptor 4",4855,"ENSG00000204301","MGI:107471","Notch receptors"
"NOTO","notochord homeobox",344022,"ENSG00000214513","MGI:3053002","NKL subclass homeoboxes and pseudogenes"
"NOTUM","notum, palmitoleoyl-protein carboxylesterase",147111,"ENSG00000185269","MGI:1924833",""
"NOVA1","NOVA alternative splicing regulator 1",4857,"ENSG00000139910","MGI:104297",""
"NOVA2","NOVA alternative splicing regulator 2",4858,"ENSG00000104967","MGI:104296",""
"NOX1","NADPH oxidase 1",27035,"ENSG00000007952","MGI:2450016",""
"NOX3","NADPH oxidase 3",50508,"ENSG00000074771","MGI:2681162",""
"NOX4","NADPH oxidase 4",50507,"ENSG00000086991","MGI:1354184",""
"NOX5","NADPH oxidase 5",79400,"ENSG00000255346","","EF-hand domain containing"
"NOXA1","NADPH oxidase activator 1",10811,"ENSG00000188747","MGI:2449980",""
"NOXO1","NADPH oxidase organizer 1",NA,"ENSG00000196408","MGI:1919143",""
"NOXRED1","NADP dependent oxidoreductase domain containing 1",122945,"ENSG00000165555","MGI:1918525",""
"NPAP1","nuclear pore associated protein 1",23742,"ENSG00000185823","",""
"NPAP1L","nuclear pore associated protein 1 like",729159,"ENSG00000278499","",""
"NPAP1P1","nuclear pore associated protein 1 pseudogene 1",100420827,"","",""
"NPAP1P2","nuclear pore associated protein 1 pseudogene 2",100420829,"ENSG00000214695","",""
"NPAP1P3","nuclear pore associated protein 1 pseudogene 3",100420830,"ENSG00000237740","",""
"NPAP1P4","nuclear pore associated protein 1 pseudogene 4",100533674,"ENSG00000236521","",""
"NPAP1P5","nuclear pore associated protein 1 pseudogene 5",100420671,"","",""
"NPAP1P6","nuclear pore associated protein 1 pseudogene 6",100533675,"ENSG00000238002","",""
"NPAP1P7","nuclear pore associated protein 1 pseudogene 7",NA,"ENSG00000277357","",""
"NPAP1P8","nuclear pore associated protein 1 pseudogene 8",100420670,"","",""
"NPAS1","neuronal PAS domain protein 1",4861,"ENSG00000130751","MGI:109205","Basic helix-loop-helix proteins"
"NPAS2","neuronal PAS domain protein 2",4862,"ENSG00000170485","MGI:109232","Basic helix-loop-helix proteins"
"NPAS2-AS1","NPAS2 antisense RNA 1",101927142,"ENSG00000230140","","Antisense RNAs"
"NPAS3","neuronal PAS domain protein 3",64067,"ENSG00000151322","MGI:1351610","Basic helix-loop-helix proteins"
"NPAS4","neuronal PAS domain protein 4",266743,"ENSG00000174576","MGI:2664186","Basic helix-loop-helix proteins"
"NPAT","nuclear protein, coactivator of histone transcription",4863,"ENSG00000149308","MGI:107605",""
"NPB","neuropeptide B",256933,"ENSG00000183979","MGI:2387153","Neuropeptides"
"NPBWR1","neuropeptides B and W receptor 1",2831,"ENSG00000183729","MGI:891989","Neuropeptide receptors"
"NPBWR2","neuropeptides B and W receptor 2",2832,"ENSG00000125522","","Neuropeptide receptors"
"NPC1","NPC intracellular cholesterol transporter 1",4864,"ENSG00000141458","MGI:1097712","Solute carriers"
"NPC1L1","NPC1 like intracellular cholesterol transporter 1",29881,"ENSG00000015520","MGI:2685089","Solute carriers"
"NPC2","NPC intracellular cholesterol transporter 2",10577,"","MGI:1915213","MicroRNA protein coding host genes"
"NPDC1","neural proliferation, differentiation and control 1",56654,"ENSG00000107281","MGI:1099802",""
"NPEPL1","aminopeptidase like 1",79716,"ENSG00000215440","MGI:2448523","Aminopeptidases"
"NPEPPS","aminopeptidase puromycin sensitive",9520,"ENSG00000141279","MGI:1101358","Aminopeptidases|M1 metallopeptidases"
"NPEPPSP1","NPEPPS pseudogene 1",440434,"ENSG00000274487","",""
"NPFF","neuropeptide FF-amide peptide precursor",8620,"ENSG00000139574","MGI:1891708","Neuropeptides"
"NPFFR1","neuropeptide FF receptor 1",64106,"ENSG00000148734","MGI:2685082","Neuropeptide receptors"
"NPFFR2","neuropeptide FF receptor 2",10886,"ENSG00000056291","MGI:1860130","Neuropeptide receptors"
"NPHP1","nephrocystin 1",4867,"ENSG00000144061","MGI:1858233","NPHP complex"
"NPHP3","nephrocystin 3",27031,"ENSG00000113971","MGI:1921275","Tetratricopeptide repeat domain containing|Cilia and flagella associated"
"NPHP3-ACAD11","NPHP3-ACAD11 readthrough (NMD candidate)",100532724,"ENSG00000274810","",""
"NPHP3-AS1","NPHP3 antisense RNA 1",348808,"ENSG00000248724","","Antisense RNAs"
"NPHP4","nephrocystin 4",261734,"ENSG00000131697","MGI:2384210","NPHP complex"
"NPHS1","NPHS1 adhesion molecule, nephrin",4868,"ENSG00000161270","MGI:1859637","V-set domain containing|C2-set domain containing|Fibronectin type III domain containing"
"NPHS2","NPHS2 stomatin family member, podocin",7827,"ENSG00000116218","MGI:2157018","Stomatin family"
"NPIPA1","nuclear pore complex interacting protein family member A1",9284,"ENSG00000183426","",""
"NPIPA2","nuclear pore complex interacting protein family member A2",642799,"ENSG00000254852","",""
"NPIPA3","nuclear pore complex interacting protein family member A3",642778,"ENSG00000224712","",""
"NPIPA5","nuclear pore complex interacting protein family member A5",100288332,"ENSG00000183793","",""
"NPIPA7","nuclear pore complex interacting protein family member A7",101059938,"ENSG00000214967","",""
"NPIPA8","nuclear pore complex interacting protein family member A8",101059953,"ENSG00000214940","",""
"NPIPA9","nuclear pore complex interacting protein family, member A9",105376752,"ENSG00000233024","",""
"NPIPB1P","nuclear pore complex interacting protein family member B1, pseudogene",729602,"ENSG00000257513","",""
"NPIPB2","nuclear pore complex interacting protein family member B2",729978,"ENSG00000234719","",""
"NPIPB3","nuclear pore complex interacting protein family member B3",23117,"ENSG00000169246","",""
"NPIPB4","nuclear pore complex interacting protein family member B4",440345,"ENSG00000185864","",""
"NPIPB5","nuclear pore complex interacting protein family member B5",100132247,"ENSG00000243716","",""
"NPIPB6","nuclear pore complex interacting protein family member B6",728741,"ENSG00000198156","",""
"NPIPB7","nuclear pore complex interacting protein family member B7",440350,"ENSG00000233232","",""
"NPIPB8","nuclear pore complex interacting protein family member B8",728734,"ENSG00000255524","",""
"NPIPB9","nuclear pore complex interacting protein family member B9",100507607,"ENSG00000196993","",""
"NPIPB10P","nuclear pore complex interacting protein family, member B10, pseudogene",730153,"ENSG00000196796","",""
"NPIPB11","nuclear pore complex interacting protein family member B11",728888,"ENSG00000254206","",""
"NPIPB12","nuclear pore complex interacting protein family member B12",440353,"ENSG00000169203","",""
"NPIPB13","nuclear pore complex interacting protein family, member B13",613037,"ENSG00000198064","",""
"NPIPB14P","nuclear pore complex interacting protein family member B14, pseudogene",109729168,"ENSG00000226232","",""
"NPIPB15","nuclear pore complex interacting protein family member B15",440348,"ENSG00000196436","",""
"NPIPP1","nuclear pore complex interacting protein pseudogene 1",100874381,"ENSG00000188599","",""
"NPL","N-acetylneuraminate pyruvate lyase",80896,"ENSG00000135838","MGI:1921341",""
"NPLOC4","NPL4 homolog, ubiquitin recognition factor",55666,"ENSG00000182446","MGI:2679787","Zinc fingers"
"NPLP1","NPL pseudogene 1",100529111,"ENSG00000232114","",""
"NPM1","nucleophosmin 1",4869,"ENSG00000181163","MGI:106184",""
"NPM1P1","nucleophosmin 1 pseudogene 1",4870,"ENSG00000267652","",""
"NPM1P2","nucleophosmin 1 pseudogene 2",4871,"ENSG00000266227","",""
"NPM1P3","nucleophosmin 1 pseudogene 3",4872,"","",""
"NPM1P4","nucleophosmin 1 pseudogene 4",100128903,"ENSG00000226703","",""
"NPM1P5","nucleophosmin 1 pseudogene 5",4874,"ENSG00000258925","",""
"NPM1P6","nucleophosmin 1 pseudogene 6",4875,"ENSG00000213881","",""
"NPM1P7","nucleophosmin 1 pseudogene 7",10831,"","",""
"NPM1P8","nucleophosmin 1 pseudogene 8",100130233,"ENSG00000236285","",""
"NPM1P9","nucleophosmin 1 pseudogene 9",392428,"ENSG00000231066","",""
"NPM1P10","nucleophosmin 1 pseudogene 10",10837,"ENSG00000214428","",""
"NPM1P11","nucleophosmin 1 pseudogene 11",10836,"ENSG00000226827","",""
"NPM1P12","nucleophosmin 1 pseudogene 12",10835,"ENSG00000215311","",""
"NPM1P13","nucleophosmin 1 pseudogene 13",10834,"ENSG00000232492","",""
"NPM1P14","nucleophosmin 1 pseudogene 14",10833,"ENSG00000182965","",""
"NPM1P17","nucleophosmin 1 pseudogene 17",10830,"ENSG00000242070","",""
"NPM1P18","nucleophosmin 1 pseudogene 18",10829,"ENSG00000225739","",""
"NPM1P19","nucleophosmin 1 pseudogene 19",10828,"ENSG00000223864","",""
"NPM1P20","nucleophosmin 1 pseudogene 20",326608,"","",""
"NPM1P21","nucleophosmin 1 pseudogene 21",100129237,"ENSG00000248578","",""
"NPM1P22","nucleophosmin 1 pseudogene 22",390411,"ENSG00000227969","",""
"NPM1P23","nucleophosmin 1 pseudogene 23",100422256,"ENSG00000242109","",""
"NPM1P24","nucleophosmin 1 pseudogene 24",100422312,"ENSG00000215086","",""
"NPM1P25","nucleophosmin 1 pseudogene 25",399804,"ENSG00000229417","",""
"NPM1P26","nucleophosmin 1 pseudogene 26",100422313,"ENSG00000235677","",""
"NPM1P27","nucleophosmin 1 pseudogene 27",100422243,"ENSG00000249353","",""
"NPM1P28","nucleophosmin 1 pseudogene 28",646849,"ENSG00000240804","",""
"NPM1P29","nucleophosmin 1 pseudogene 29",100422259,"ENSG00000239351","",""
"NPM1P30","nucleophosmin 1 pseudogene 30",NA,"ENSG00000228219","",""
"NPM1P31","nucleophosmin 1 pseudogene 31",100287472,"ENSG00000214807","",""
"NPM1P32","nucleophosmin 1 pseudogene 32",440902,"ENSG00000213239","",""
"NPM1P33","nucleophosmin 1 pseudogene 33",100131478,"ENSG00000213925","",""
"NPM1P34","nucleophosmin 1 pseudogene 34",100128410,"ENSG00000232054","",""
"NPM1P35","nucleophosmin 1 pseudogene 35",100129067,"ENSG00000255213","",""
"NPM1P36","nucleophosmin 1 pseudogene 36",652423,"ENSG00000214604","",""
"NPM1P37","nucleophosmin 1 pseudogene 37",100422261,"ENSG00000219085","",""
"NPM1P38","nucleophosmin 1 pseudogene 38",100128985,"ENSG00000219257","",""
"NPM1P39","nucleophosmin 1 pseudogene 39",440577,"ENSG00000225159","",""
"NPM1P40","nucleophosmin 1 pseudogene 40",100289584,"ENSG00000236523","",""
"NPM1P41","nucleophosmin 1 pseudogene 41",100422249,"ENSG00000248543","",""
"NPM1P42","nucleophosmin 1 pseudogene 42",729686,"ENSG00000259259","",""
"NPM1P43","nucleophosmin 1 pseudogene 43",100422309,"ENSG00000259440","",""
"NPM1P44","nucleophosmin 1 pseudogene 44",100422270,"","",""
"NPM1P45","nucleophosmin 1 pseudogene 45",100422316,"ENSG00000265593","",""
"NPM1P46","nucleophosmin 1 pseudogene 46",729342,"ENSG00000213104","",""
"NPM1P47","nucleophosmin 1 pseudogene 47",100129972,"ENSG00000259466","",""
"NPM1P48","nucleophosmin 1 pseudogene 48",442006,"ENSG00000231821","",""
"NPM1P49","nucleophosmin 1 pseudogene 49",100422284,"ENSG00000226556","",""
"NPM1P50","nucleophosmin 1 pseudogene 50",100129795,"ENSG00000213333","",""
"NPM1P51","nucleophosmin 1 pseudogene 51",100130606,"ENSG00000230913","",""
"NPM1P52","nucleophosmin 1 pseudogene 52",100422272,"ENSG00000253663","",""
"NPM2","nucleophosmin/nucleoplasmin 2",10361,"ENSG00000158806","MGI:1890811",""
"NPM3","nucleophosmin/nucleoplasmin 3",10360,"ENSG00000107833","MGI:894653",""
"NPNT","nephronectin",255743,"ENSG00000168743","MGI:2148811",""
"NPPA","natriuretic peptide A",4878,"ENSG00000175206","MGI:97367","Neuropeptides"
"NPPA-AS1","NPPA antisense RNA 1",NA,"ENSG00000242349","","Antisense RNAs"
"NPPB","natriuretic peptide B",4879,"ENSG00000120937","MGI:97368","Neuropeptides"
"NPPC","natriuretic peptide C",4880,"ENSG00000163273","MGI:97369","Neuropeptides"
"NPR1","natriuretic peptide receptor 1",4881,"ENSG00000169418","MGI:97371","Guanylate cyclase receptors"
"NPR2","natriuretic peptide receptor 2",4882,"ENSG00000159899","MGI:97372","Guanylate cyclase receptors|DENN domain containing"
"NPR3","natriuretic peptide receptor 3",4883,"ENSG00000113389","MGI:97373","DENN domain containing"
"NPRL2","NPR2 like, GATOR1 complex subunit",10641,"ENSG00000114388","MGI:1914482","GATOR1 subcomplex"
"NPRL3","NPR3 like, GATOR1 complex subunit",8131,"ENSG00000103148","MGI:109258","GATOR1 subcomplex"
"NPS","neuropeptide S",594857,"ENSG00000214285","MGI:3642232","Neuropeptides"
"NPSR1","neuropeptide S receptor 1",387129,"ENSG00000187258","MGI:2441738","Neuropeptide receptors"
"NPSR1-AS1","NPSR1 antisense RNA 1",404744,"ENSG00000197085","","Antisense RNAs"
"NPTN","neuroplastin",27020,"ENSG00000156642","MGI:108077","I-set domain containing|Basigin family "
"NPTN-IT1","NPTN intronic transcript 1",101241892,"ENSG00000281183","","Intronic transcripts"
"NPTX1","neuronal pentraxin 1",4884,"ENSG00000171246","MGI:107811","Long pentraxins"
"NPTX2","neuronal pentraxin 2",4885,"ENSG00000106236","MGI:1858209","Long pentraxins"
"NPTXR","neuronal pentraxin receptor",23467,"ENSG00000221890","MGI:1920590","Long pentraxins"
"NPVF","neuropeptide VF precursor",64111,"ENSG00000105954","MGI:1926488","Neuropeptides"
"NPW","neuropeptide W",283869,"ENSG00000183971","MGI:2685781","Neuropeptides"
"NPY","neuropeptide Y",4852,"ENSG00000122585","MGI:97374","Neuropeptides"
"NPY1R","neuropeptide Y receptor Y1",4886,"ENSG00000164128","MGI:104963","Neuropeptide receptors"
"NPY2R","neuropeptide Y receptor Y2",4887,"ENSG00000185149","MGI:108418","Neuropeptide receptors"
"NPY4R","neuropeptide Y receptor Y4",5540,"ENSG00000204174","MGI:105374","Neuropeptide receptors"
"NPY4R2","neuropeptide Y receptor Y4-2",100996758,"ENSG00000264717","","Neuropeptide receptors"
"NPY5R","neuropeptide Y receptor Y5",4889,"ENSG00000164129","MGI:108082","Neuropeptide receptors"
"NPY6R","neuropeptide Y receptor Y6 (pseudogene)",4888,"ENSG00000226306","MGI:1098590","Neuropeptide receptors"
"NQO1","NAD(P)H quinone dehydrogenase 1",1728,"ENSG00000181019","MGI:103187",""
"NQO2","N-ribosyldihydronicotinamide:quinone reductase 2",4835,"ENSG00000124588","MGI:104513",""
"NQO2-AS1","NQO2 antisense RNA 1",105374888,"ENSG00000224846","","Antisense RNAs"
"NR1D1","nuclear receptor subfamily 1 group D member 1",9572,"ENSG00000126368","MGI:2444210","Nuclear hormone receptors"
"NR1D2","nuclear receptor subfamily 1 group D member 2",9975,"ENSG00000174738","MGI:2449205","Nuclear hormone receptors"
"NR1H2","nuclear receptor subfamily 1 group H member 2",7376,"ENSG00000131408","MGI:1352463","Nuclear hormone receptors"
"NR1H3","nuclear receptor subfamily 1 group H member 3",10062,"ENSG00000025434","MGI:1352462","Nuclear hormone receptors"
"NR1H4","nuclear receptor subfamily 1 group H member 4",9971,"ENSG00000012504","MGI:1352464","Nuclear hormone receptors"
"NR1H5P","nuclear receptor subfamily 1 group H member 5, pseudogene",643609,"ENSG00000227970","MGI:3026618","Nuclear hormone receptors"
"NR1I2","nuclear receptor subfamily 1 group I member 2",8856,"ENSG00000144852","MGI:1337040","Nuclear hormone receptors"
"NR1I3","nuclear receptor subfamily 1 group I member 3",NA,"ENSG00000143257","MGI:1346307","Nuclear hormone receptors"
"NR1I4","nuclear receptor subfamily 1 group I member 4",22817,"","",""
"NR2C1","nuclear receptor subfamily 2 group C member 1",7181,"ENSG00000120798","MGI:1352465","Nuclear hormone receptors"
"NR2C2","nuclear receptor subfamily 2 group C member 2",7182,"ENSG00000177463","MGI:1352466","Nuclear hormone receptors"
"NR2C2AP","nuclear receptor 2C2 associated protein",126382,"","MGI:1922942",""
"NR2E1","nuclear receptor subfamily 2 group E member 1",7101,"ENSG00000112333","MGI:1100526","Nuclear hormone receptors"
"NR2E3","nuclear receptor subfamily 2 group E member 3",10002,"ENSG00000278570","MGI:1346317","Nuclear hormone receptors"
"NR2F1","nuclear receptor subfamily 2 group F member 1",7025,"ENSG00000175745","MGI:1352451","Nuclear hormone receptors"
"NR2F1-AS1","NR2F1 antisense RNA 1",441094,"ENSG00000237187","","Antisense RNAs"
"NR2F2","nuclear receptor subfamily 2 group F member 2",7026,"ENSG00000185551","MGI:1352452","Nuclear hormone receptors|MicroRNA protein coding host genes"
"NR2F2-AS1","NR2F2 antisense RNA 1",644192,"ENSG00000247809","","Antisense RNAs"
"NR2F6","nuclear receptor subfamily 2 group F member 6",2063,"ENSG00000160113","MGI:1352453","Nuclear hormone receptors"
"NR3C1","nuclear receptor subfamily 3 group C member 1",2908,"ENSG00000113580","MGI:95824","Nuclear hormone receptors"
"NR3C1P1","nuclear receptor subfamily 3 group C member 1 pseudogene 1",2910,"","",""
"NR3C2","nuclear receptor subfamily 3 group C member 2",NA,"ENSG00000151623","MGI:99459","Nuclear hormone receptors"
"NR4A1","nuclear receptor subfamily 4 group A member 1",3164,"ENSG00000123358","MGI:1352454","Nuclear hormone receptors"
"NR4A1AS","NR4A1 antisense RNA",NA,"ENSG00000259884","","Long non-coding RNAs with non-systematic symbols"
"NR4A2","nuclear receptor subfamily 4 group A member 2",NA,"ENSG00000153234","MGI:1352456","Nuclear hormone receptors"
"NR4A3","nuclear receptor subfamily 4 group A member 3",NA,"ENSG00000119508","MGI:1352457","Nuclear hormone receptors"
"NR5A1","nuclear receptor subfamily 5 group A member 1",2516,"ENSG00000136931","MGI:1346833","Nuclear hormone receptors"
"NR5A2","nuclear receptor subfamily 5 group A member 2",2494,"ENSG00000116833","MGI:1346834","Nuclear hormone receptors"
"NR6A1","nuclear receptor subfamily 6 group A member 1",2649,"ENSG00000148200","MGI:1352459","Nuclear hormone receptors"
"NRAD1","non-coding RNA in the aldehyde dehydrogenase 1A pathway",121838,"ENSG00000233725","","Long non-coding RNAs with non-systematic symbols"
"NRADDP","neurotrophin receptor associated death domain, pseudogene",100129354,"ENSG00000236409","MGI:1914419",""
"NRAP","nebulin related anchoring protein",4892,"ENSG00000197893","MGI:1098765","LIM domain containing"
"NRARP","NOTCH regulated ankyrin repeat protein",441478,"ENSG00000198435","MGI:1914372","Ankyrin repeat domain containing"
"NRAS","NRAS proto-oncogene, GTPase",4893,"ENSG00000213281","MGI:97376","RAS type GTPase family"
"NRAV","negative regulator of antiviral response",100506668,"ENSG00000248008","","Long non-coding RNAs with non-systematic symbols"
"NR0B1","nuclear receptor subfamily 0 group B member 1",190,"ENSG00000169297","MGI:1352460","Nuclear hormone receptors"
"NR0B2","nuclear receptor subfamily 0 group B member 2",8431,"ENSG00000131910","MGI:1346344","Nuclear hormone receptors"
"NRBF2","nuclear receptor binding factor 2",29982,"ENSG00000148572","MGI:1354950","PIK3C3 complex subunits"
"NRBF2P1","nuclear receptor binding factor 2 pseudogene 1",648532,"ENSG00000267797","",""
"NRBF2P2","nuclear receptor binding factor 2 pseudogene 2",100114903,"ENSG00000226933","",""
"NRBF2P3","nuclear receptor binding factor 2 pseudogene 3",643232,"ENSG00000237415","",""
"NRBF2P4","nuclear receptor binding factor 2 pseudogene 4",728381,"ENSG00000253228","",""
"NRBF2P5","nuclear receptor binding factor 2 pseudogene 5",100118954,"ENSG00000270427","",""
"NRBF2P6","NRBF2 pseudogene 6",730069,"ENSG00000251485","",""
"NRBP1","nuclear receptor binding protein 1",29959,"ENSG00000115216","MGI:2183436",""
"NRBP2","nuclear receptor binding protein 2",340371,"ENSG00000185189","MGI:2385017","MicroRNA protein coding host genes"
"NRCAM","neuronal cell adhesion molecule",4897,"ENSG00000091129","MGI:104750","Ig-like cell adhesion molecule family|I-set domain containing|Fibronectin type III domain containing"
"NRDC","nardilysin convertase",4898,"ENSG00000078618","MGI:1201386","MicroRNA protein coding host genes|M16 metallopeptidases"
"NRDE2","NRDE-2, necessary for RNA interference, domain containing",55051,"ENSG00000119720","MGI:2670969",""
"NREP","neuronal regeneration related protein",9315,"ENSG00000134986","MGI:99444",""
"NREP-AS1","NREP antisense RNA 1",NA,"ENSG00000250095","","Antisense RNAs"
"NRF1","nuclear respiratory factor 1",4899,"ENSG00000106459","MGI:1332235",""
"NRG1","neuregulin 1",3084,"ENSG00000157168","MGI:96083","I-set domain containing|Neuregulins"
"NRG1-IT1","NRG1 intronic transcript 1",NA,"ENSG00000253974","","Intronic transcripts"
"NRG1-IT3","NRG1 intronic transcript 3",NA,"ENSG00000254049","","Intronic transcripts"
"NRG2","neuregulin 2",9542,"ENSG00000158458","MGI:1098246","Neuregulins|I-set domain containing"
"NRG3","neuregulin 3",10718,"ENSG00000185737","MGI:1097165","Neuregulins"
"NRG3-AS1","NRG3 antisense RNA 1",101929590,"ENSG00000225738","","Antisense RNAs"
"NRG4","neuregulin 4",145957,"ENSG00000169752","MGI:1933833","Neuregulins"
"NRGN","neurogranin",4900,"ENSG00000154146","MGI:1927184",""
"NRIP1","nuclear receptor interacting protein 1",8204,"ENSG00000180530","MGI:1315213",""
"NRIP2","nuclear receptor interacting protein 2",83714,"ENSG00000053702","MGI:1891884",""
"NRIP3","nuclear receptor interacting protein 3",56675,"ENSG00000175352","MGI:1925843",""
"NRIR","negative regulator of interferon response",104326052,"ENSG00000225964","","Long non-coding RNAs with non-systematic symbols"
"NRK","Nik related kinase",203447,"ENSG00000123572","MGI:1351326",""
"NRL","neural retina leucine zipper",4901,"ENSG00000129535","MGI:102567","Basic leucine zipper proteins"
"NRM","nurim",11270,"ENSG00000137404","MGI:2146855",""
"NRN1","neuritin 1",51299,"ENSG00000124785","MGI:1915654",""
"NRN1L","neuritin 1 like",123904,"ENSG00000188038","MGI:2443642",""
"NRON","non-coding repressor of NFAT",641373,"ENSG00000253079","MGI:2444126","Long non-coding RNAs with non-systematic symbols"
"NRP1","neuropilin 1",8829,"ENSG00000099250","MGI:106206","CD molecules"
"NRP2","neuropilin 2",8828,"ENSG00000118257","MGI:1100492",""
"NRROS","negative regulator of reactive oxygen species",375387,"ENSG00000174004","MGI:2445095",""
"NRSN1","neurensin 1",140767,"ENSG00000152954","MGI:894662",""
"NRSN2","neurensin 2",80023,"ENSG00000125841","MGI:2684969",""
"NRSN2-AS1","NRSN2 antisense RNA 1",100507459,"ENSG00000225377","","Antisense RNAs"
"NRTN","neurturin",4902,"ENSG00000171119","MGI:108417","GDNF family ligands"
"NRXN1","neurexin 1",9378,"ENSG00000179915","MGI:1096391","Neurexins|MicroRNA protein coding host genes"
"NRXN2","neurexin 2",9379,"ENSG00000110076","MGI:1096362","Neurexins"
"NRXN2-AS1","NRXN2 antisense RNA 1",107984337,"ENSG00000237410","","Antisense RNAs"
"NRXN3","neurexin 3",9369,"ENSG00000021645","MGI:1096389","Neurexins"
"NSA2","NSA2 ribosome biogenesis factor",10412,"ENSG00000164346","MGI:1913883",""
"NSA2P1","NSA2 pseudogene 1",100421749,"ENSG00000236035","",""
"NSA2P2","NSA2 pseudogene 2",400061,"ENSG00000258357","",""
"NSA2P3","NSA2 pseudogene 3",100132658,"ENSG00000179031","",""
"NSA2P4","NSA2 pseudogene 4",100421765,"ENSG00000259750","",""
"NSA2P5","NSA2 pseudogene 5",100421689,"ENSG00000227176","",""
"NSA2P6","NSA2 pseudogene 6",100421721,"ENSG00000250980","",""
"NSA2P7","NSA2 pseudogene 7",100421693,"ENSG00000238251","",""
"NSD1","nuclear receptor binding SET domain protein 1",64324,"ENSG00000165671","MGI:1276545","PHD finger proteins|Lysine methyltransferases|PWWP domain containing"
"NSD2","nuclear receptor binding SET domain protein 2",7468,"ENSG00000109685","MGI:1276574","PHD finger proteins|SET domain containing|PWWP domain containing|Lysine methyltransferases"
